route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number,route_short_name,slug
355,4,NORMAL_355_Chikhali To Dange Chowk (Ladies Sp)_Down-0825_0,Chikhali To Dange Chowk (Ladies Sp),,1,,5212,,,355/7,5,4,355 - Chikhali To Dange Chowk (Ladies Sp),355-chikhali-to-dange-chowk-ladies-sp
355,4,NORMAL_355_Dange Chowk To Chikhali (Ladies Sp)_Up-0910_0,Dange Chowk To Chikhali (Ladies Sp),,1,,5211,,,355/7,5,5,355 - Dange Chowk To Chikhali (Ladies Sp),355-dange-chowk-to-chikhali-ladies-sp
7A,1,NORMAL_7A_Hadapsar Gadital To Uruli Kanchan_Up-1550_0,Hadapsar Gadital To Uruli Kanchan,,0,,4370,,,07-Aug,11,1,7A - Hadapsar Gadital To Uruli Kanchan,7a-hadapsar-gadital-to-uruli-kanchan
7A,1,NORMAL_7A_Uruli Kanchan To Hadapsar Gadital_Down-1640_0,Uruli Kanchan To Hadapsar Gadital,,0,,4372,,,07-Aug,12,2,7A - Uruli Kanchan To Hadapsar Gadital,7a-uruli-kanchan-to-hadapsar-gadital
308,1,NORMAL_308_Bhakti Shakti To Gharkul Vasahat Chikhli_Up-1510_0,Bhakti Shakti To Gharkul Vasahat Chikhli,,0,,3753,,,308/2,15,1,308 - Bhakti Shakti To Gharkul Vasahat Chikhli,308-bhakti-shakti-to-gharkul-vasahat-chikhli
308,1,NORMAL_308_Gharkul Vasahat Chikhli To Bhakti Shakti_Down-1540_0,Gharkul Vasahat Chikhli To Bhakti Shakti,,0,,3755,,,308/2,16,2,308 - Gharkul Vasahat Chikhli To Bhakti Shakti,308-gharkul-vasahat-chikhli-to-bhakti-shakti
312,1,NORMAL_312_Chinchwadgaon To Pune Station_Down-0615_0,Chinchwadgaon To Pune Station,,0,,4759,,,312/4,1,1,312 - Chinchwadgaon To Pune Station,312-chinchwadgaon-to-pune-station
291,1,NORMAL_291_Katraj To Hadapsar Gadital_Up-2215_0,Katraj To Hadapsar Gadital,,0,,4029,,,209/7,11,5,291 - Katraj To Hadapsar Gadital,291-katraj-to-hadapsar-gadital
291,1,NORMAL_291_Hadapsar Gadital To Katraj_Down-2315_0,Hadapsar Gadital To Katraj,,0,,4030,,,209/7,12,6,291 - Hadapsar Gadital To Katraj,291-hadapsar-gadital-to-katraj
36_47,1,NORMAL_36_Chinchwadgaon To Ma Na Pa_Down-2235_0,Chinchwadgaon To Ma Na Pa,,0,,3309,,,36/3,16,8,36_47 - Chinchwadgaon To Ma Na Pa,36-47-chinchwadgaon-to-ma-na-pa
204,1,NORMAL_204_Bhekrainagar To Chinchwad Gaon_Up-1145_0,Bhekrainagar To Chinchwad Gaon,,0,,3308,,,204/9,3,3,204 - Bhekrainagar To Chinchwad Gaon,204-bhekrainagar-to-chinchwad-gaon
256,1,NORMAL_256_Ma Na Pa To Balewadi Depot_Up-2215_0,Ma Na Pa To Balewadi Depot,,0,,3950,,,256/11,16,8,256 - Ma Na Pa To Balewadi Depot,256-ma-na-pa-to-balewadi-depot
126B,1,NORMAL_126B_Kamalpark To Pimplenilakh_Up-0610_0,Kamalpark To Pimplenilakh,,0,,4085,,,126/1,2,2,126B - Kamalpark To Pimplenilakh,126b-kamalpark-to-pimplenilakh
20,1,NORMAL_20_Sahakarnagar To Maharashtra Housing Board Samtanagar_Up-0915_0,Sahakarnagar To Maharashtra Housing Board Samtanagar,,1,,4597,,,20-Jan,2,2,20 - Sahakarnagar To Maharashtra Housing Board Samtanagar,20-sahakarnagar-to-maharashtra-housing-board-samtanagar
380_09,1,NORMAL_380_Bhosari Terminal To Hinjawadi Maan Phase 3_Up-0545_0,Bhosari Terminal To Hinjawadi Maan Phase 3,,1,,4955,,,380/1,1,1,380_09 - Bhosari Terminal To Hinjawadi Maan Phase 3,380-09-bhosari-terminal-to-hinjawadi-maan-phase-3
380_09,1,NORMAL_380_Hinjawadi Maan Phase 3 To Bhosari Terminal_Down-0705_0,Hinjawadi Maan Phase 3 To Bhosari Terminal,,1,,4956,,,380/1,2,2,380_09 - Hinjawadi Maan Phase 3 To Bhosari Terminal,380-09-hinjawadi-maan-phase-3-to-bhosari-terminal
165,1,NORMAL_165_Wadgaonsheri To Ma Na Pa_Down-0730_0,Wadgaonsheri To Ma Na Pa,,0,,3180,,,165/13,2,2,165 - Wadgaonsheri To Ma Na Pa,165-wadgaonsheri-to-ma-na-pa
358,1,NORMAL_358_Bhosari Terminal To Chakan Ambethan Chowk_Up-2105_0,Bhosari Terminal To Chakan Ambethan Chowk,,1,,4963,,,380/1,11,5,358 - Bhosari Terminal To Chakan Ambethan Chowk,358-bhosari-terminal-to-chakan-ambethan-chowk
128,1,NORMAL_128_Ma Na Pa To Bopkhel_Up-0555_0,Ma Na Pa To Bopkhel,,0,,3541,,,128/1,1,1,128 - Ma Na Pa To Bopkhel,128-ma-na-pa-to-bopkhel
128,1,NORMAL_128_Bopkhel To Ma Na Pa_Down-0655_0,Bopkhel To Ma Na Pa,,0,,3542,,,128/1,2,2,128 - Bopkhel To Ma Na Pa,128-bopkhel-to-ma-na-pa
277,1,NORMAL_277_NDA 10 No Gate Bus Stand To Khadki Bazar_Up-0555_0,NDA 10 No Gate Bus Stand To Khadki Bazar,,1,,4895,,,277/1,2,2,277 - NDA 10 No Gate Bus Stand To Khadki Bazar,277-nda-10-no-gate-bus-stand-to-khadki-bazar
277,1,NORMAL_277_Khadki Bazar To NDA 10 No Gate Bus Stand_Down-0700_0,Khadki Bazar To NDA 10 No Gate Bus Stand,,1,,4897,,,277/1,3,3,277 - Khadki Bazar To NDA 10 No Gate Bus Stand,277-khadki-bazar-to-nda-10-no-gate-bus-stand
140,1,NORMAL_140_Upper Depot To Pune Station_Up-0530_0,Upper Depot To Pune Station,,0,,3398,,,140/1,1,1,140 - Upper Depot To Pune Station,140-upper-depot-to-pune-station
140,1,NORMAL_140_Pune Station To Upper Depot_Down-0615_0,Pune Station To Upper Depot,,0,,3399,,,140/1,2,2,140 - Pune Station To Upper Depot,140-pune-station-to-upper-depot
358,1,NORMAL_358_Chakan Ambethan Chowk To Bhosari Terminal_Down-2155_0,Chakan Ambethan Chowk To Bhosari Terminal,,1,,4964,,,380/1,12,6,358 - Chakan Ambethan Chowk To Bhosari Terminal,358-chakan-ambethan-chowk-to-bhosari-terminal
367,1,NORMAL_367_Nigdi To Gavhanevasti Bhosari (Ladies Sp)_Up-0805_0,Nigdi To Gavhanevasti Bhosari (Ladies Sp),,1,,5146,,,367/9,3,3,367 - Nigdi To Gavhanevasti Bhosari (Ladies Sp),367-nigdi-to-gavhanevasti-bhosari-ladies-sp
367,1,NORMAL_367_Gavhanevasti Bhosari To Nigdi (Ladies Sp)_Down-0840_0,Gavhanevasti Bhosari To Nigdi (Ladies Sp),,1,,5147,,,367/9,4,4,367 - Gavhanevasti Bhosari To Nigdi (Ladies Sp),367-gavhanevasti-bhosari-to-nigdi-ladies-sp
29,1,NORMAL_29_Alandi To Swargate_Down-0615_0,Alandi To Swargate,,0,,3377,,,29-Jan,1,1,29 - Alandi To Swargate,29-alandi-to-swargate
227,1,NORMAL_227_Marketyard To Marnewadi_Up-0510_0,Marketyard To Marnewadi,,0,,4882,,,227/1,1,1,227 - Marketyard To Marnewadi,227-marketyard-to-marnewadi
227,1,NORMAL_227_Marnewadi To Marketyard_Down-0650_0,Marnewadi To Marketyard,,0,,4883,,,227/1,2,2,227 - Marnewadi To Marketyard,227-marnewadi-to-marketyard
320,1,NORMAL_320_Mahalungegaon To Alandi_Down-0600_0,Mahalungegaon To Alandi,,0,,4765,,,320/1,1,1,320 - Mahalungegaon To Alandi,320-mahalungegaon-to-alandi
320,1,NORMAL_320_Alandi To Mahalungegaon_Up-0715_0,Alandi To Mahalungegaon,,0,,4764,,,320/1,2,2,320 - Alandi To Mahalungegaon,320-alandi-to-mahalungegaon
320,1,NORMAL_320_Alandi To Bhosari PMT Chowk_Up-2010_0,Alandi To Bhosari PMT Chowk,,1,,4330,,,320/1,10,4,320 - Alandi To Bhosari PMT Chowk,320-alandi-to-bhosari-pmt-chowk
320,1,NORMAL_320_Bhosari PMT Chowk To Alandi_Down-2040_0,Bhosari PMT Chowk To Alandi,,1,,4331,,,320/1,11,5,320 - Bhosari PMT Chowk To Alandi,320-bhosari-pmt-chowk-to-alandi
327,1,NORMAL_327_Alandi To Hinjawadi Maan Phase 3_Up-0550_0,Alandi To Hinjawadi Maan Phase 3,,0,,4910,,,327/3,1,1,327 - Alandi To Hinjawadi Maan Phase 3,327-alandi-to-hinjawadi-maan-phase-3
327,1,NORMAL_327_Hinjawadi Maan Phase 3 To Alandi_Down-0635_0,Hinjawadi Maan Phase 3 To Alandi,,0,,4911,,,327/3,2,2,327 - Hinjawadi Maan Phase 3 To Alandi,327-hinjawadi-maan-phase-3-to-alandi
5,1,NORMAL_5_Swargate To Pune Station_Up-1010_0,Swargate To Pune Station,,0,,3388,,,05-Feb,8,8,5 - Swargate To Pune Station,5-swargate-to-pune-station
174A,1,NORMAL_174A_Pune Station To NDA Gol Market_Up-1430_0,Pune Station To NDA Gol Market,,0,,3762,,,174/1,7,1,174A - Pune Station To NDA Gol Market,174a-pune-station-to-nda-gol-market
174A,1,NORMAL_174A_NDA Golmarket To Pune Station_Down-1610_0,NDA Golmarket To Pune Station,,0,,3764,,,174/1,8,2,174A - NDA Golmarket To Pune Station,174a-nda-golmarket-to-pune-station
50B,1,NORMAL_50B_Natraj Stand To Sinhgad Paytha_Up-0500_0,Natraj Stand To Sinhgad Paytha,,0,,2450,,,50/1,1,1,50B - Natraj Stand To Sinhgad Paytha,50b-natraj-stand-to-sinhgad-paytha
50,1,NORMAL_50_Sinhagad To Shaniwarwada_Down-0610_0,Sinhagad To Shaniwarwada,,0,,3564,,,50/1,2,2,50 - Sinhagad To Shaniwarwada,50-sinhagad-to-shaniwarwada
50,1,NORMAL_50_Shaniwarwada To Sinhagad_Up-0735_0,Shaniwarwada To Sinhagad,,0,,3563,,,50/1,3,3,50 - Shaniwarwada To Sinhagad,50-shaniwarwada-to-sinhagad
47A,1,NORMAL_47A_Shaniwarwada Stand To Vadgaon Bk_Up-2250_0,Shaniwarwada Stand To Vadgaon Bk,,0,,2402,,,50/5,11,5,47A - Shaniwarwada Stand To Vadgaon Bk,47a-shaniwarwada-stand-to-vadgaon-bk
337,1,NORMAL_337_Bhakti Shakti To Swargate_Down-0530_0,Bhakti Shakti To Swargate,,1,,4985,,,337/3,1,1,337 - Bhakti Shakti To Swargate,337-bhakti-shakti-to-swargate
337,1,NORMAL_337_Swargate To Bhakti Shakti_Up-0640_0,Swargate To Bhakti Shakti,,1,,4983,,,337/3,2,2,337 - Swargate To Bhakti Shakti,337-swargate-to-bhakti-shakti
337,1,NORMAL_337_Bhakti Shakti To Dhayari Maruti Mandir_Down-0500_0,Bhakti Shakti To Dhayari Maruti Mandir,,0,,5000,,,337/1,1,1,337 - Bhakti Shakti To Dhayari Maruti Mandir,337-bhakti-shakti-to-dhayari-maruti-mandir
337,1,NORMAL_337_Dhayari Maruti Mandir To Bhakti Shakti_Up-0630_0,Dhayari Maruti Mandir To Bhakti Shakti,,0,,4999,,,337/1,2,2,337 - Dhayari Maruti Mandir To Bhakti Shakti,337-dhayari-maruti-mandir-to-bhakti-shakti
111,1,NORMAL_111_Ma Na Pa To Bhekrainagar_Down-1150_0,Ma Na Pa To Bhekrainagar,,0,,3491,,,111/13,4,4,111 - Ma Na Pa To Bhekrainagar,111-ma-na-pa-to-bhekrainagar
163,1,NORMAL_163_Kharadi Gaon (Dhole Patil Collage) To Pune Station_Down-0610_0,Kharadi Gaon (Dhole Patil Collage) To Pune Station,,1,,5002,,,163/1,2,2,163 - Kharadi Gaon (Dhole Patil Collage) To Pune Station,163-kharadi-gaon-dhole-patil-collage-to-pune-station
332,1,NORMAL_332_Pimpri Depot To Pimple Sudagar_Down-0710_0,Pimpri Depot To Pimple Sudagar,,0,,4175,,,332/3,1,1,332 - Pimpri Depot To Pimple Sudagar,332-pimpri-depot-to-pimple-sudagar
332,1,NORMAL_332_Pimple Sudagar To Ma Na Pa_Down-0735_0,Pimple Sudagar To Ma Na Pa,,0,,3276,,,332/3,2,2,332 - Pimple Sudagar To Ma Na Pa,332-pimple-sudagar-to-ma-na-pa
332,1,NORMAL_332_Ma Na Pa To Pimple Sudagar_Up-0840_0,Ma Na Pa To Pimple Sudagar,,0,,3274,,,332/3,3,3,332 - Ma Na Pa To Pimple Sudagar,332-ma-na-pa-to-pimple-sudagar
332,1,NORMAL_332_Pimple Sudagar To Pimpri Depot_Up-1915_0,Pimple Sudagar To Pimpri Depot,,1,,4122,,,332/3,8,3,332 - Pimple Sudagar To Pimpri Depot,332-pimple-sudagar-to-pimpri-depot
139,1,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0630_0,Bhakti Shakti To Shewalwadi,,0,,4853,,,139/2,1,1,139 - Bhakti Shakti To Shewalwadi,139-bhakti-shakti-to-shewalwadi
139,1,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0820_0,Shewalwadi To Bhakti Shakti,,0,,4852,,,139/2,2,2,139 - Shewalwadi To Bhakti Shakti,139-shewalwadi-to-bhakti-shakti
140,1,NORMAL_140_Upper Depot To Sangmwadi Phata_Up-0810_0,Upper Depot To Sangmwadi Phata,,1,,5224,,,140/8,3,3,140 - Upper Depot To Sangmwadi Phata,140-upper-depot-to-sangmwadi-phata
140,1,NORMAL_140_Sangmwadi Phata To Upper Depot_Down-0920_0,Sangmwadi Phata To Upper Depot,,1,,5225,,,140/8,4,4,140 - Sangmwadi Phata To Upper Depot,140-sangmwadi-phata-to-upper-depot
170,1,NORMAL_170_Pune Station To Kondhwa Bk_Up-0640_0,Pune Station To Kondhwa Bk,,0,,3595,,,170/10,1,1,170 - Pune Station To Kondhwa Bk,170-pune-station-to-kondhwa-bk
170,1,NORMAL_170_Kondhwa Kh To Pune Station (Ladies Sp)_Down-0725_0,Kondhwa Kh To Pune Station (Ladies Sp),,1,,5161,,,170/10,2,2,170 - Kondhwa Kh To Pune Station (Ladies Sp),170-kondhwa-kh-to-pune-station-ladies-sp
142,1,NORMAL_142_Pune Station To Ghotawade Phata_Up-0530_0,Pune Station To Ghotawade Phata,,0,,3554,,,142/1,1,1,142 - Pune Station To Ghotawade Phata,142-pune-station-to-ghotawade-phata
142,1,NORMAL_142_Ghotawade Phata To Pune Station_Down-0655_0,Ghotawade Phata To Pune Station,,0,,3555,,,142/1,2,2,142 - Ghotawade Phata To Pune Station,142-ghotawade-phata-to-pune-station
152_75,1,NORMAL_152_Dhanori To MNP / KamalPark Via Lohagaon_Down-0650_0,Dhanori To MNP / KamalPark Via Lohagaon,,1,,5243,,,152/2,2,2,152_75 - Dhanori To MNP / KamalPark Via Lohagaon,152-75-dhanori-to-mnp-kamalpark-via-lohagaon
170,1,NORMAL_170_Kondhwa Bk To Pune Station_Down-1220_0,Kondhwa Bk To Pune Station,,0,,3596,,,170/10,8,8,170 - Kondhwa Bk To Pune Station,170-kondhwa-bk-to-pune-station
63,1,NORMAL_63_Swargate To Kalyaninagar_Up-0515_0,Swargate To Kalyaninagar,,0,,4701,,,63/1,1,1,63 - Swargate To Kalyaninagar,63-swargate-to-kalyaninagar
63,1,NORMAL_63_Kalyaninagar To Swargate_Down-0615_0,Kalyaninagar To Swargate,,0,,3586,,,63/1,2,2,63 - Kalyaninagar To Swargate,63-kalyaninagar-to-swargate
213,1,NORMAL_213_Katraj To Vimananagar_UP-0540_0,Katraj To Vimananagar,,0,,1066,,,213/1,1,1,213 - Katraj To Vimananagar,213-katraj-to-vimananagar
152_75,1,NORMAL_152_Ma Na Pa To Munjabavasti_Up-0540_0,Ma Na Pa To Munjabavasti,,1,,3384,,,152/1,1,1,152_75 - Ma Na Pa To Munjabavasti,152-75-ma-na-pa-to-munjabavasti
152_75,1,NORMAL_152_Munjabavasti To Ma Na Pa_Down-0615_0,Munjabavasti To Ma Na Pa,,1,,3383,,,152/1,2,2,152_75 - Munjabavasti To Ma Na Pa,152-75-munjabavasti-to-ma-na-pa
192,1,NORMAL_192_Undrigaon To Hadapsar Gadital_Down-2210_0,Undrigaon To Hadapsar Gadital,,0,,4542,,,192/2,22,10,192 - Undrigaon To Hadapsar Gadital,192-undrigaon-to-hadapsar-gadital
170,1,NORMAL_170_Pune Station To Kondhwa Kh (Ladies Sp)_Up-1750_0,Pune Station To Kondhwa Kh (Ladies Sp),,1,,5160,,,170/7,15,5,170 - Pune Station To Kondhwa Kh (Ladies Sp),170-pune-station-to-kondhwa-kh-ladies-sp
368_54,1,NORMAL_368_Kamshet To Nigdi_Down-0625_0,Kamshet To Nigdi,,1,,4935,,,368/1,2,2,368_54 - Kamshet To Nigdi,368-54-kamshet-to-nigdi
313A,1,NORMAL_313A_Chinchwadgaon To Kasarsai Karkhana_Up-1740_0,Chinchwadgaon To Kasarsai Karkhana,,0,,4066,,,313/1,12,5,313A - Chinchwadgaon To Kasarsai Karkhana,313a-chinchwadgaon-to-kasarsai-karkhana
313A,1,NORMAL_313A_Kasarsai Karkhana To Chinchwadgaon_Down-1925_0,Kasarsai Karkhana To Chinchwadgaon,,0,,4067,,,313/1,13,6,313A - Kasarsai Karkhana To Chinchwadgaon,313a-kasarsai-karkhana-to-chinchwadgaon
152_75,1,NORMAL_152_Ma Na Pa To D Y Patil Vidhyapeeth World Pride City Lohgaon_Up-0705_0,Ma Na Pa To D Y Patil Vidhyapeeth World Pride City Lohgaon,,1,,5088,,,152/6,1,1,152_75 - Ma Na Pa To D Y Patil Vidhyapeeth World Pride City Lohgaon,152-75-ma-na-pa-to-d-y-patil-vidhyapeeth-world-pride-city-lohgaon
152_75,1,NORMAL_152_D Y Patil Vidhyapeeth World Pride City Lohgaon To Ma Na Pa_Down-0750_0,D Y Patil Vidhyapeeth World Pride City Lohgaon To Ma Na Pa,,1,,5089,,,152/6,2,2,152_75 - D Y Patil Vidhyapeeth World Pride City Lohgaon To Ma Na Pa,152-75-d-y-patil-vidhyapeeth-world-pride-city-lohgaon-to-ma-na-pa
144,1,NORMAL_144_Kothrud Depot To Pune Station_Up-0605_0,Kothrud Depot To Pune Station,,1,,4951,,,144/9,1,1,144 - Kothrud Depot To Pune Station,144-kothrud-depot-to-pune-station
144,1,NORMAL_144_Pune Station To Gujrat Colony_Down-0705_0,Pune Station To Gujrat Colony,,1,,4944,,,144/9,2,2,144 - Pune Station To Gujrat Colony,144-pune-station-to-gujrat-colony
144,1,NORMAL_144_Gujrat Colony To Pune station_Up-0755_0,Gujrat Colony To Pune station,,1,,4945,,,144/9,3,3,144 - Gujrat Colony To Pune station,144-gujrat-colony-to-pune-station
144,1,NORMAL_144_Pune Station To Kothrud Depot_Down-1315_0,Pune Station To Kothrud Depot,,1,,4952,,,144/9,8,8,144 - Pune Station To Kothrud Depot,144-pune-station-to-kothrud-depot
313,1,NORMAL_313_Chinchwadgaon To Pimpri Depot_Down-2030_0,Chinchwadgaon To Pimpri Depot,,1,,4329,,,313/1,14,7,313 - Chinchwadgaon To Pimpri Depot,313-chinchwadgaon-to-pimpri-depot
149,1,NORMAL_149_Shewalwadi To Pimprigaon_Up-0510_0,Shewalwadi To Pimprigaon,,1,,4981,,,149/1,1,1,149 - Shewalwadi To Pimprigaon,149-shewalwadi-to-pimprigaon
149,1,NORMAL_149_Pimprigaon To Shewalwadi_Down-0710_0,Pimprigaon To Shewalwadi,,1,,4982,,,149/1,2,2,149 - Pimprigaon To Shewalwadi,149-pimprigaon-to-shewalwadi
57,1,NORMAL_57_Pune Station To Vadgaon Bk_Up-0520_0,Pune Station To Vadgaon Bk,,0,,4338,,,57/1,1,1,57 - Pune Station To Vadgaon Bk,57-pune-station-to-vadgaon-bk
305B,1,NORMAL_305B_Nigdi To Navlakh Umbre_Up-0550_0,Nigdi To Navlakh Umbre,,0,,3893,,,305/6,1,1,305B - Nigdi To Navlakh Umbre,305b-nigdi-to-navlakh-umbre
305B,1,NORMAL_305B_Navlakh Umbre To Nigdi_Down-0650_0,Navlakh Umbre To Nigdi,,0,,3894,,,305/6,2,2,305B - Navlakh Umbre To Nigdi,305b-navlakh-umbre-to-nigdi
305,1,NORMAL_305_Nigdi To Vadgaon Mawal_Up-1115_0,Nigdi To Vadgaon Mawal,,0,,4017,,,305/6,5,5,305 - Nigdi To Vadgaon Mawal,305-nigdi-to-vadgaon-mawal
305,1,NORMAL_305_Vadgaon Mawal To Nigdi_Down-1215_0,Vadgaon Mawal To Nigdi,,0,,4018,,,305/6,6,6,305 - Vadgaon Mawal To Nigdi,305-vadgaon-mawal-to-nigdi
192,1,NORMAL_192_Hadapsar Gadital To Vadachiwadi_Up-0600_0,Hadapsar Gadital To Vadachiwadi,,1,,4678,,,192/1,1,1,192 - Hadapsar Gadital To Vadachiwadi,192-hadapsar-gadital-to-vadachiwadi
192,1,NORMAL_192_Hadapsar Gadital To Undrigaon_Up-0650_0,Hadapsar Gadital To Undrigaon,,0,,4684,,,192/3,1,1,192 - Hadapsar Gadital To Undrigaon,192-hadapsar-gadital-to-undrigaon
322,1,NORMAL_322_Akurdi Rly Station To Warjemalwadi_Up-0545_0,Akurdi Rly Station To Warjemalwadi,,0,,5170,,,322/13,1,1,322 - Akurdi Rly Station To Warjemalwadi,322-akurdi-rly-station-to-warjemalwadi
322,1,NORMAL_322_Warjemalwadi To Akurdi Rly Station_Down-0730_0,Warjemalwadi To Akurdi Rly Station,,0,,5169,,,322/13,2,2,322 - Warjemalwadi To Akurdi Rly Station,322-warjemalwadi-to-akurdi-rly-station
236,1,NORMAL_236_Ma Na Pa To Khulewadi_UP-0550_0,Ma Na Pa To Khulewadi,,0,,3177,,,236/1,1,1,236 - Ma Na Pa To Khulewadi,236-ma-na-pa-to-khulewadi
24,1,NORMAL_24_Lohagaon To Katraj_Down-2015_0,Lohagaon To Katraj,,0,,4472,,,24/16,10,4,24 - Lohagaon To Katraj,24-lohagaon-to-katraj
24,1,NORMAL_24_Katraj To Lohagaon_Up-0615_0,Katraj To Lohagaon,,0,,4471,,,24/17,1,1,24 - Katraj To Lohagaon,24-katraj-to-lohagaon
326,7,NORMAL_326_Pimprigaon To Chikhali_Up-0720_0,Pimprigaon To Chikhali,,0,,3973,,,355/1,3,3,326 - Pimprigaon To Chikhali,326-pimprigaon-to-chikhali
57,1,NORMAL_57_Pune Station To Venutai Chavan College_Up-0645_0,Pune Station To Venutai Chavan College,,1,,4315,,,57/4,1,1,57 - Pune Station To Venutai Chavan College,57-pune-station-to-venutai-chavan-college
57,1,NORMAL_57_Venutai Chavan College To Pune Station_Down-0745_0,Venutai Chavan College To Pune Station,,1,,4317,,,57/4,2,2,57 - Venutai Chavan College To Pune Station,57-venutai-chavan-college-to-pune-station
57A,1,NORMAL_57A_Pune Station To Suncity_Up-0605_0,Pune Station To Suncity,,0,,2477,,,57/5,1,1,57A - Pune Station To Suncity,57a-pune-station-to-suncity
57A,1,NORMAL_57A_Suncity To Pune Station_Down-0650_0,Suncity To Pune Station,,0,,2707,,,57/5,2,2,57A - Suncity To Pune Station,57a-suncity-to-pune-station
293,1,NORMAL_293_Kapurhoal To Swargate_Down-0535_0,Kapurhoal To Swargate,,1,,4835,,,293/1,1,1,293 - Kapurhoal To Swargate,293-kapurhoal-to-swargate
293,1,NORMAL_293_Swargate To Kapurhoal_Up-0650_0,Swargate To Kapurhoal,,1,,4838,,,293/1,2,2,293 - Swargate To Kapurhoal,293-swargate-to-kapurhoal
71,1,NORMAL_71_Kothrud Depot To Sukhsagarnagar_Up-0530_0,Kothrud Depot To Sukhsagarnagar,,0,,4973,,,71/1,1,1,71 - Kothrud Depot To Sukhsagarnagar,71-kothrud-depot-to-sukhsagarnagar
71,1,NORMAL_71_Sukhsagarnagar To Kothrud Depot_Down-0620_0,Sukhsagarnagar To Kothrud Depot,,0,,4974,,,71/1,2,2,71 - Sukhsagarnagar To Kothrud Depot,71-sukhsagarnagar-to-kothrud-depot
71,1,NORMAL_71_Sukhsagarnagar To Gujrath Colony_Down-0810_0,Sukhsagarnagar To Gujrath Colony,,1,,4978,,,71/9,2,2,71 - Sukhsagarnagar To Gujrath Colony,71-sukhsagarnagar-to-gujrath-colony
71,1,NORMAL_71_Gujrat Colony To Sukhsagarnagar_Up-0915_0,Gujrat Colony To Sukhsagarnagar,,1,,4977,,,71/9,3,3,71 - Gujrat Colony To Sukhsagarnagar,71-gujrat-colony-to-sukhsagarnagar
136,1,NORMAL_136_Pune Station To Vadegaon_Up-0650_0,Pune Station To Vadegaon,,0,,3547,,,136/1,1,1,136 - Pune Station To Vadegaon,136-pune-station-to-vadegaon
136,1,NORMAL_136_Vadegaon To Pune Station_Down-0800_0,Vadegaon To Pune Station,,0,,3548,,,136/1,2,2,136 - Vadegaon To Pune Station,136-vadegaon-to-pune-station
304,1,NORMAL_304_Chinchwadgaon To Gavhanevasti Bhosari_Up-0610_0,Chinchwadgaon To Gavhanevasti Bhosari,,0,,4054,,,304/1,2,2,304 - Chinchwadgaon To Gavhanevasti Bhosari,304-chinchwadgaon-to-gavhanevasti-bhosari
122B,1,NORMAL_122B_Chinchwadgaon To Nehrunagar Depo_Down-2200_0,Chinchwadgaon To Nehrunagar Depo,,0,,3788,,,304/1,24,12,122B - Chinchwadgaon To Nehrunagar Depo,122b-chinchwadgaon-to-nehrunagar-depo
304A,1,NORMAL_304A_Nehrunagar Depo To Bhosari_Up-0520_1,Nehrunagar Depo To Bhosari,,0,,4045,,,304/7,1,1,304A - Nehrunagar Depo To Bhosari,304a-nehrunagar-depo-to-bhosari
76,1,NORMAL_76_Kumbare Park To Swargate_Up-0810_0,Kumbare Park To Swargate,,1,,5120,,,76/1,1,1,76 - Kumbare Park To Swargate,76-kumbare-park-to-swargate
117,1,NORMAL_117_Shivaji Nagar To Dhayari Maruti Mandir (Ladies Sp)_Up-0630_0,Shivaji Nagar To Dhayari Maruti Mandir (Ladies Sp),,1,,5131,,,117/17,1,1,117 - Shivaji Nagar To Dhayari Maruti Mandir (Ladies Sp),117-shivaji-nagar-to-dhayari-maruti-mandir-ladies-sp
117,1,NORMAL_117_Dhayari Maruti Mandir To Shivaji Nagar (Ladies Sp)_Down-0735_0,Dhayari Maruti Mandir To Shivaji Nagar (Ladies Sp),,1,,5132,,,117/17,2,2,117 - Dhayari Maruti Mandir To Shivaji Nagar (Ladies Sp),117-dhayari-maruti-mandir-to-shivaji-nagar-ladies-sp
359_24,1,NORMAL_359_Bhosari PMT Chowk To Nirgudigaon Via Charholi Phata_Down-0545_0,Bhosari PMT Chowk To Nirgudigaon Via Charholi Phata,,1,,5193,,,359/1,1,1,359_24 - Bhosari PMT Chowk To Nirgudigaon Via Charholi Phata,359-24-bhosari-pmt-chowk-to-nirgudigaon-via-charholi-phata
359_24,1,NORMAL_359_Nirgudigaon To Bhosari PMT Chowk Via Charholi Phata_Up-0630_0,Nirgudigaon To Bhosari PMT Chowk Via Charholi Phata,,1,,5192,,,359/1,2,2,359_24 - Nirgudigaon To Bhosari PMT Chowk Via Charholi Phata,359-24-nirgudigaon-to-bhosari-pmt-chowk-via-charholi-phata
379_86,1,NORMAL_379_Pimprigaon To Hinjawadi Maan Phase 3_Up-0600_0,Pimprigaon To Hinjawadi Maan Phase 3,,1,,4957,,,379/1,2,2,379_86 - Pimprigaon To Hinjawadi Maan Phase 3,379-86-pimprigaon-to-hinjawadi-maan-phase-3
